Model,Full_AUC,30X_AUC,Drop,Drop_Pct
LR,0.7498691346413766,0.7344394212491484,0.015429713392228206,2.057654153161996
RF,0.7473995253859613,0.7597735977511513,-0.012374072365189948,-1.6556168347578102
GARFIELD,0.7790263874916346,0.7754124112540722,0.003613976237562322,0.4639093483339973
